date,time,tide,air_temp,water_temp_padaro,water_temp_channel,surf_height,wind_spd,sky,beaufort,vis,detection,transect_small,transect_large,transect_total,manual_small,manual_large,manual_unique,manual_total,small_unique,large_unique,total_unique,transect_method,first,airdata,video,notes,individual_identifiers,small_7_day,large_7_day,total_7_day,transect_datetime,transect_area_m2,transect_duration_sec,manual_datetime,manual_area_m2,manual_duration_sec,To be annotated,Annotated
10/16/2020,,,,,,,,Sunny,1,5,Y,0,0,0,0,1,1,1,0,1,1,20kmh_40m,Haphazard,Y,Y,,,1.142857143,0.4285714286,1.571428571,2020-10-16_11-31-40,172326.7143,612.6761057,2020-10-14_16-47-22,176698,636.8272,,
10/19/2020,,,,,,,,Overcast,1,1,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,,,0.7142857143,0.4285714286,1.142857143,,,,2020-10-15_10-16-04,179140.5,553.1848,Done,No sharks
10/20/2020,,,,,,,,Overcast,1,2,Y,0,1,1,0,1,1,1,0,1,1,20kmh_40m,Haphazard,Y,Y,"very overcast and murky water, super hard to see through water column ",,0.7142857143,0.5714285714,1.285714286,2020-10-20_12-04-57,172485.3841,799.5132717,2020-10-16_11-15-40,118585.4,353.7293,Yes,
10/21/2020,,,,,,,,Overcast,1,2,Y,1,2,3,0,2,2,2,1,3,4,20kmh_40m,Haphazard,Y,Y,"very overcast and murky water, super hard to see through water column , small pod of dolphins near shore observed",,0.4285714286,0.8571428571,1.285714286,2020-10-21_15-05-41,172419.4658,613.8810622,2020-10-20_11-46-37,285676.4,833.4614,Yes,
10/22/2020,,,,,,,,Overcast,1,2,Y,1,0,1,0,0,0,0,1,0,1,20kmh_40m,HAT,Y,Y,"very overcast and murky water, super hard to see through water column ",,,,,2020-10-22_13-16-04,172420.5834,613.3800429,2020-10-21_14-47-24,270362.3,794.9443,,
10/23/2020,,,,,,,,Overcast,1,1,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,Haphazard,Y,Y,"ran flight right around sunset, super dark and hard to see",,,,,2020-10-23_18-09-36,172443.5362,614.9840695,2020-10-22_13-35-06,288179,765.0781,,
10/26/2020,,,,,,,,Sunny,1,3,Y,2,0,2,2,1,2,3,2,1,3,20kmh_40m,HAT,Y,Y,"huge bait balls, a few small pods of dolphins",,,,,2020-10-26_09-32-19,173925.5673,613.7840737,2020-10-23_17-52-31,344188.2,809.8801,,
10/27/2020,,,,,,,,Sunny,1,4,Y,2,4,6,0,0,0,0,2,4,6,20kmh_40m,Haphazard,Y,Y,,,,,,2020-10-27_11-32-30,175039.1739,841.3285153,2020-10-26_09-52-19,260149.4,653.8778,Yes,
10/28/2020,,,,,,,,Sunny,1,4,Y,1,4,5,3,2,5,5,3,5,8,20kmh_40m,HAT,Y,Y,"HUGE bait balls very close to shore, footage of sharks swimming through them not actively feeding",,,,,2020-10-28_13-50-52,172433.6072,613.5449988,2020-10-27_11-16-17,164578,811.6574,Yes,
10/29/2020,,,,,,,,Sunny,1,5,Y,1,2,3,8,4,12,12,8,4,12,20kmh_40m,Haphazard,Y,Y,"big bait balls, a few dolphins, shark interaction bw 2 in file _0718 from 2:55-3:40",,,,,2020-10-29_13-28-38,172216.812,613.181627,2020-10-28_14-05-58,156394.6,663.6044,Yes,
10/30/2020,,,,,,,,Sunny,1,5,Y,0,0,0,2,3,5,5,2,3,5,20kmh_40m,HAT,Y,Y* >,"for some reason the transect video did not record, the flight data is in airdata however",,,,,2020-10-30_10-14-51,172418.119,613.7860345,2020-10-29_13-10-52,297303.2,711.7464,,
11/2/2020,,,,,,,,Overcast,0,2,Y,,,,,,,,,,,20kmh_40m,HAT,Y,Y,"was super foggy/misty all day, ran the transect and was only able to see for part of it. Was worried the fog was getting too thick and may damage drone so did not run a manual flight",,,,,2020-11-02_14-40-03,165367.4059,614.3831924,2020-10-30_10-33-14,217290.6,595.1801,,
11/3/2020,,,,,,,,Partly Cloudy,1,3,Y,5,0,5,3,1,4,5,4,1,5,20kmh_40m,Haphazard,Y,Y,"bait balls present, a lot of the sharks were in deeper water/ not near the surface, so were really hard to measure accurately ",,,,,2020-11-03_13-53-57,172446.4652,611.590048,2020-11-03_13-36-52,246341.5,570.2191,,
11/4/2020,,,,,,,,Partly Cloudy,1,1,Y,0,2,3,0,4,4,4,0,5,5,20kmh_40m,HAT,Y,Y,"*- only part of shark seen in trans- unable to size, fog kept coming in and out, a bit hard to see in some of the videos",,,,,2020-11-04_12-05-03,182860.9454,676.3632905,2020-11-04_12-25-18,145847,417.7268,,
11/5/2020,,,,,,,,Partly Cloudy,0,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,Haphazard,Y,Y,"super glossy surface, sort of hard to see, only partial video of manual flight**-not sure why",,,,,2020-11-05_15-25-35,172443.3447,612.2790357,2020-11-05_15-08-29,245633.2,816.3798,,
11/9/2020,,,,,,,,Sunny,1,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,"water pretty murky, a bit windy",,,,,2020-11-09_13-52-34,173934.1892,653.6240827,2020-11-09_14-09-57,186241.4,491.3415,,
11/10/2020,,,,,,,,Sunny,2,1,Y,0,0,0,2,0,2,2,2,0,2,20kmh_40m,Haphazard,Y,Y,"really windy, pretty murky as well, possible bait balls, should of probably done a lower tide setting for the transect",,,,,2020-11-10_14-03-28,172433.3825,620.4620668,2020-11-10_13-44-31,305330.3,875.2448,,
11/11/2020,,,,,,,,Partly Cloudy,1,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,"extremely murky, for some reason the inner part of transect was much longer than usual",,,,,2020-11-11_07-25-31,172559.5566,809.7491094,2020-11-11_07-45-17,163971.5,434.9565,,
11/16/2020,,,,,,,,Sunny,2,3,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,*RED tide present?!,,,,,2020-11-16_11-18-04,186484.1191,693.8362258,2020-11-16_11-37-59,194097.1,546.0739,,
11/17/2020,,,,,,,,Partly Cloudy,1,3,Y,0,0,0,1,1,2,2,1,1,2,20kmh_40m,Haphazard,Y,Y,"was a bit foggy during the HAT, followed big shark for a while in manual flights",,,,,2020-11-17_13-23-56,172428.0589,614.2780211,2020-11-17_13-06-09,251947.6,828.8667,,
11/18/2020,,,,,,,,Partly Cloudy,1,4,Y,0,0,0,1,0,1,1,1,0,1,20kmh_40m,HAT,Y,Y,-swell/surf break was noticeably a lot bigger,,,,,2020-11-18_12-43-19,178143.7773,688.1069372,2020-11-18_13-03-40,178208.7,508.0847,,
11/19/2020,,,,,,,,Partly Cloudy,1,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,Haphazard,Y,Y,"fog was coming and going, swell noticeably bigger",,,,,2020-11-19_12-11-49,172425.3253,613.2840586,2020-11-19_11-55-44,394653.9,835.0314,,
11/20/2020,,,,,,,,Partly Cloudy,2,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,"-big surf, sort of glare throughout footage, sort of hard to see",,,,,2020-11-20_11-36-05,172407.4493,611.6750922,2020-11-20_11-54-20,194286.4,493.9328,,
11/23/2020,,,,,,,,Sunny,1,3,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,"pretty murky, lots of shorebreak swell",,,,,2020-11-23_11-50-42,172974.152,616.545307,2020-11-23_12-09-28,167058.5,577.0756,,
11/24/2020,,,,,,,,Sunny,1,3,Y,0,0,0,0,1,1,1,0,1,1,20kmh_40m,Haphazard,Y,Y,"pretty murky, lots of shorebreak swell, only part of transect recorded?",,,,,2020-11-24_15-06-25,172974.152,616.545307,2020-11-24_14-49-32,314615.9,563.8705,,
11/25/2020,,,,,,,,Sunny,1,3,Y,0,1,1,1,0,1,1,0,1,1,20kmh_40m,HAT,Y,Y,-super murky,,,,,2020-11-25_13-14-49,172442.4719,614.8599978,2020-11-25_13-35-06,321784.3,584.5842,Yes,
11/26/2020,,,,,,,,Sunny,1,3,Y,0,0,0,1,0,1,1,1,0,1,20kmh_40m,Haphazard,Y,Y,"-super murky, bigger swell",,,,,2020-11-26_12-02-27,175953.4945,575.4188301,2020-11-26_11-48-33,339150.9,611.5908,,
11/30/2020,,,,,,,,Sunny,1,4,Y,1,0,1,1,0,1,1,2,0,2,20kmh_40m,Haphazard,Y,Y,water was pretty clear for the first time in a while,,,,,2020-11-30_12-17-09,172431.4095,613.5999923,2020-11-30_12-03-38,289478.7,562.7629,Yes,
12/1/2020,,,,,,,,Sunny,1,2,Y,1,1,2,2,1,3,3,2,2,4,20kmh_40m,HAT,Y,Y,"super low tide, with lots of shore break swell, bat rays and a harbor seal present, pretty murky ",,,,,2020-12-01_15-28-54,172974.152,616.545307,2020-12-01_15-50-44,371765.5,807.1728,Yes,
12/2/2020,,,,,,,,Sunny,1,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,Haphazard,Y,Y,harbor seals and bat rays present,,,,,2020-12-02_10-15-52,173460.453,562.8820204,2020-12-02_10-01-10,286883.6,578.8005,,
12/3/2020,,,,,,,,Sunny,2,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,super murky,,,,,2020-12-03_14-10-57,172974.152,616.545307,2020-12-03_14-31-02,172525.7,541.7777,,
12/4/2020,,,,,,,,Sunny,1,2,Y,0,0,0,1,0,1,1,1,0,1,20kmh_40m,Haphazard,Y,Y,,,,,,,,,2020-12-04_14-24-57,300010.2,495.1431,,
12/9/2020,,,,,,,,Sunny,2,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,Haphazard,Y,Y,biggest surf seen in entire season_sami,,,,,2020-12-09_12-41-47,172571.4392,630.5102953,2020-12-09_12-26-20,320110.9,796.8192,,
12/10/2020,,,,,,,,Sunny,1,3,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,HAT,Y,Y,pretty big surf as well,,,,,2020-12-10_14-34-58,172418.7369,613.9464636,2020-12-10_14-50-41,275349.2,546.7903,,
12/11/2020,,,,,,,,Sunny,1,2,N,0,0,0,0,0,0,0,0,0,0,20kmh_40m,Haphazard,Y,Y,"super low tide, spotted a group of dolphins very near shore-odd behavior?",,,,,2020-12-11_15-06-11,172483.2351,613.8933705,2020-12-11_14-50-50,346234.2,669.5043,,
